# Simulated random data file for batch processing
# timestamp: 2020-04-17 09:22:38
# JCS
# ------------------------

"var_x","var_y"
0.671876698965207,0.319658180465922
0.539265575120226,0.813058519270271
0.362239476526156,0.333250749856234
0.997304018121213,0.0183935221284628
NA,0.952197226695716
0.0342652152758092,0.376648282865062
0.301756995497271,NA
NA,0.421249487437308
0.623466487741098,0.717218877514824
0.257604600628838,0.403668495593593
NA,NA
0.853418857092038,0.537071994971484
0.961016168817878,0.882273108698428
0.665804632939398,0.369012240320444
0.650680553168058,0.700848918640986
0.923944226931781,0.07231082348153
0.349706501699984,0.316345212515444
0.331706962781027,0.816394014516845
0.109053627355024,0.137423106469214
0.278562303399667,0.912871303968132
NA,0.513383036712185
0.681035044370219,0.683390689082444
NA,0.516363442875445
0.780362205114216,0.828998693963513
0.421740158693865,0.829587745014578
NA,0.290467696031556
0.155397899448872,NA
0.819241119781509,0.45918580959551
0.748699799180031,0.542298116022721
0.0945169164333493,NA
0.845277657033876,NA
0.40280925668776,0.845760996919125
0.218637328827754,0.177593839121982
0.241811080137268,0.414113635430112
0.120525762904435,0.580353467492387
0.919264416908845,0.236056551337242
0.556485561653972,0.927186470013112
0.211916715605184,0.176511539611965
0.569463087944314,0.217486959882081
0.27198822144419,NA
0.662178670521826,0.456346173537895
0.954624388832599,0.271988263586536
0.608536663930863,0.832987188361585
0.518395209219307,0.108249677577987
0.850344128906727,0.742976277600974
0.466124936938286,0.591472996165976
