# Simulated random data file for batch processing
# timestamp: 2020-04-17 09:22:39
# JCS
# ------------------------

"var_x","var_y"
0.839197495486587,0.943703612079844
0.337048737797886,0.62999933026731
0.353960826992989,0.306090449681506
0.929962752154097,0.8519488342572
0.424968434730545,0.192625812254846
0.062743132468313,0.576922173378989
0.312840070575476,0.843010638607666
0.41535272076726,0.713792679598555
0.210491372970864,0.7896945590619
0.917113632895052,0.52862999169156
0.102565128356218,0.903899304103106
0.915983001003042,0.701272152364254
0.619479282060638,0.380272220121697
0.516463556559756,0.300686947535723
0.470282906899229,0.405902437632903
0.295621583703905,0.300278234761208
0.122762182261795,0.367689484963194
0.543985533993691,0.176863578846678
