# Simulated random data file for batch processing
# timestamp: 2020-04-17 09:22:38
# JCS
# ------------------------

"var_x","var_y"
0.271481175208464,NA
0.495610063429922,0.68486741813831
0.928069879533723,0.270194193581119
0.813612930011004,0.695719483541325
0.347387595567852,0.0149569595232606
0.249413060257211,0.973776842700318
0.338613155065104,0.723663455573842
0.0555076964665204,0.779934949241579
0.138917840085924,0.669727177824825
0.0470524507109076,0.869721432682127
0.785847318358719,0.744109734892845
0.846229468937963,0.415801307419315
0.575568784261122,NA
0.231107449624687,0.247820108663291
0.715673843631521,0.195207679411396
0.599336040904745,0.592831228161231
0.91767790960148,0.138649150496349
NA,0.954075110144913
0.408960317028686,0.183669914491475
0.0832256362773478,0.311586919007823
0.331898404750973,0.747455254197121
0.990376387257129,0.488513338612393
NA,0.551571913762018
0.701009529177099,0.626459863968194
0.452170728007331,0.607266830280423
0.45870098634623,0.0695228253025562
0.850094702094793,0.415531201055273
0.609814571216702,0.364305641269311
0.269214900908992,0.300067242234945
0.401261254912242,0.0782305307220668
0.453521066810936,NA
0.03484589420259,0.747968285344541
0.297057260060683,0.325636577093974
0.262012800434604,0.893838731339201
0.700359303038567,0.227099759504199
0.8693347487133,0.399959582369775
0.329967342782766,0.729178908281028
0.841867004521191,0.351476636249572
0.988674443913624,0.449096089694649
0.376169540220872,0.855071485741064
NA,0.572999941417947
0.465856114402413,0.181632937164977
0.914665587013587,0.003803507424891
0.78931822674349,0.194757418008521
