# Simulated random data file for batch processing
# timestamp: 2020-04-17 09:22:39
# JCS
# ------------------------

"var_x","var_y"
0.811137449461967,0.152358012739569
0.385354716563597,0.853953094920143
0.107626833720133,0.201948701636866
0.363367864862084,0.164775947807357
0.696724025299773,NA
0.306757867336273,0.297749809222296
0.00158899347297847,0.18523825914599
NA,0.267376921605319
0.797262937761843,0.817305501084775
0.572496658423916,0.970745715778321
0.739325247704983,NA
0.410484171239659,0.58590139541775
0.794884195551276,0.953688430599868
0.655664906837046,0.385700231418014
0.766240479191765,0.419417313067243
NA,0.979645137209445
0.244770663790405,0.396316272439435
