# Simulated random data file for batch processing
# timestamp: 2020-04-17 09:22:38
# JCS
# ------------------------

"var_x","var_y"
0.0288751882035285,0.528815299272537
0.542125033447519,0.183913921471685
0.99553429055959,0.6486976435408
0.321830979781225,0.0343639601487666
0.167694571660832,0.00821883184835315
0.763887812383473,0.103652194608003
NA,0.549746744101867
0.127736818045378,0.03972841007635
0.810051515232772,0.669527936959639
0.719867173349485,0.337313031312078
0.474607357289642,0.841086692176759
0.0686275681946427,0.482824568403885
0.749643386108801,0.430222679162398
0.504509429680184,0.975065627600998
0.920528785791248,0.554742432432249
0.367655482608825,0.847697031451389
0.080614591948688,0.913065843982622
0.254383157007396,0.668663936434314
0.594084464712068,0.0256675991695374
0.915281796362251,0.035606135148555
0.0188442440703511,0.251646014861763
0.233148353174329,0.894808705896139
0.592286893865094,NA
0.798789935419336,0.508174407063052
0.315775672905147,0.245613971492276
0.851305410731584,0.66360380849801
0.0924327154643834,0.969818441197276
0.73574462486431,0.33698928845115
0.140334824798629,0.383610441582277
0.557671165792271,0.004087622044608
0.51472697313875,0.841569338226691
0.39337174850516,0.618119747610763
0.214699699077755,0.18968246714212
0.829876577947289,0.646792145445943
0.971926728496328,0.390032632509246
0.740203586639836,0.269141013734043
0.889250249601901,0.713804195867851
0.218328597024083,0.789437929401174
0.483432195382193,0.383589490083978
