# Simulated random data file for batch processing
# timestamp: 2020-04-17 09:22:39
# JCS
# ------------------------

"var_x","var_y"
NA,0.621373028494418
0.0332588623277843,0.928227638592944
0.601468056906015,0.479850398376584
0.814871773356572,0.248473715037107
0.0537520265206695,0.23682632506825
0.272153559140861,0.994640444172546
0.183736053528264,0.742985165212303
0.597010589903221,0.930535283870995
0.951777063542977,0.838464935077354
0.911131364526227,0.536069475580007
0.307202951516956,0.782680776901543
0.209765743464231,0.0893561556003988
0.431119497632608,0.756829855963588
0.101336226332933,NA
0.521952322917059,0.510347008239478
0.311508619226515,0.132035110145807
0.0489633665420115,0.625716401031241
0.0944258470553905,0.795022183796391
0.622830119915307,0.479342890204862
0.488974583800882,0.575789096066728
0.803639725781977,0.64783017616719
0.637792272493243,0.394099969649687
0.00705535453744233,0.0558751500211656
0.537112838355824,0.042610252276063
0.627287358278409,0.283553571207449
0.154598825145513,0.668233267264441
0.216338521335274,0.0851159824524075
0.485760600538924,0.00868903356604278
0.0874951689038426,0.694706055801362
0.233107117004693,0.740437876898795
0.544965929351747,0.393541977507994
0.386991541832685,NA
0.597268864978105,0.30986574315466
0.925553859677166,0.424414983950555
0.965793083654717,0.914837778080255
NA,0.0406137381214648
0.358356574783102,NA
0.991568660130724,0.10984719847329
0.905405991012231,0.351387930801138
0.279141330858693,0.746974674519151
0.180300788022578,0.691920747514814
0.596841773949564,0.132735016290098
0.0838690295349807,0.840989658841863
0.770749751245603,0.814234463265166
0.85749161336571,0.740183111745864
NA,0.710466980701312
0.626118355197832,0.33911498519592
NA,0.564140879083425
0.510897109983489,0.841042566578835
0.105747266905382,0.438333029160276
0.705144988605753,0.277607896365225
0.353767523309216,0.357983601046726
0.677026081131771,0.509254819015041
NA,0.388375853653997
0.518612158950418,NA
0.797419861657545,0.958606468513608
0.325057613430545,0.0203703744336963
0.166150412755087,0.500718566356227
0.854450793238357,NA
0.185707693919539,0.306990270735696
0.944930095225573,0.674060486489907
0.301533851539716,0.252308938186616
0.797922160476446,0.346639404306188
0.805621033767238,0.093590390169993
0.717765217414126,0.371541056549177
0.332213306101039,0.217270416440442
0.461179373553023,0.840609934879467
0.657269347924739,0.89729951065965
0.566834216704592,0.609006192767993
0.513875523582101,0.468609888339415
0.948578887851909,0.242614099057391
0.158863344695419,0.539003232959658
0.851661652792245,0.452492201933637
0.528965133940801,0.86714437790215
0.12528662267141,0.233022663276643
