# Simulated random data file for batch processing
# timestamp: 2020-04-17 09:22:39
# JCS
# ------------------------

"var_x","var_y"
0.711156262550503,0.94224008731544
0.172379142837599,0.225337551441044
0.0794638185761869,0.297394330613315
0.400789611274377,0.260753391543403
0.662377957720309,0.0851440541446209
0.470888501964509,0.0325791952200234
0.96108099585399,NA
0.983040511840954,0.824812420876697
0.702298801159486,0.664627542952076
0.76653128862381,0.342355689965189
0.601614928804338,0.0479784025810659
0.532696839887649,0.208656750386581
0.965250928653404,0.869622511789203
0.200905547710136,0.958570409566164
0.0384285042528063,0.197408270090818
0.25030897744,NA
0.625568443443626,0.0630127191543579
0.554251193301752,0.703772253822535
0.959345156792551,0.751734664896503
0.475630172528327,0.263037892524153
0.603831727756187,0.651957663474604
0.426533841062337,0.359621977666393
0.439321848331019,0.0296709854155779
0.761548971990123,0.369033597409725
0.0760006981436163,NA
0.835435766261071,0.547260599443689
0.564755593426526,0.736935637658462
0.986614727647975,0.897313133114949
0.861971485661343,0.927397784776986
0.829719041474164,0.336311790859327
NA,0.916040811920539
0.307348259491846,0.286362042184919
0.701519744936377,0.276725672883913
0.259737947955728,0.543329617939889
NA,0.923365629045293
0.466301863547415,NA
0.672878590878099,0.525947342161089
0.0813677913974971,0.164404800627381
NA,0.945199157809839
0.870780971832573,0.793033943511546
0.64339636801742,0.465872691711411
0.593622502870858,0.434185562189668
NA,0.718403043458238
0.445614618249238,0.422149599529803
NA,0.187879876932129
0.475062936544418,0.908709665294737
0.662460239371285,0.859722928376868
0.473149864468724,0.380780967418104
0.31092229578644,0.493786488426849
0.909098997013643,0.672016148688272
0.560204269597307,0.998740931041539
0.991552826017141,0.803631371585652
0.00754848564974964,NA
0.211222021142021,0.573273366317153
0.94257547869347,0.0881470099557191
0.078389611793682,0.510795625159517
0.815142075996846,0.690211587818339
0.355523675912991,0.0198509555775672
