# Simulated random data file for batch processing
# timestamp: 2020-04-17 09:22:38
# JCS
# ------------------------

"var_x","var_y"
0.939290901180357,0.00390918296761811
0.378172740340233,0.233327326364815
0.790387326152995,0.745215031784028
0.10059239086695,0.347452151589096
0.94958425569348,0.492508735740557
0.55119845061563,0.849164509447291
NA,0.341865331633016
0.192588870180771,0.868588257813826
NA,0.714819825952873
0.111081558279693,0.455220179865137
0.269642302766442,NA
0.0842441727872938,0.0658621420152485
0.032447854289785,0.47181071084924
0.743455789983273,0.198258980177343
NA,0.408263460034505
0.012791350716725,0.0383182312361896
0.076928875176236,0.909002165542915
0.919841375434771,0.0612645968794823
0.128996722400188,NA
NA,0.89319113898091
0.388225900242105,0.891597484238446
0.231333459261805,0.0178771307691932
0.494747294811532,0.103765153093264
0.352150993887335,0.399553532944992
0.469189361436293,0.982055215165019
0.683379252674058,0.928096889751032
0.777454755268991,0.973202750086784
0.424153348896652,0.61871466669254
0.879441355355084,0.958814634941518
0.528955799061805,0.799365191254765
0.147267333697528,0.747310334118083
0.260502205695957,NA
0.462684405501932,0.609130495926365
0.466362138045952,0.591894305543974
0.79640463902615,0.685172971105203
0.66771249868907,0.993538894690573
0.673701045569032,0.0755693109240383
0.481105850078166,0.418218100909144
0.260973155032843,0.476673981640488
0.796809688210487,0.894995399285108
0.731894885655493,NA
0.939797986065969,0.77222374919802
0.782861521700397,0.146146210376173
0.880916687427089,0.364562468137592
