# Summary stats forbatch processing of regression models
# timestamp: 2020-04-17 09:22:45
"ID","file_name","slope","p_val","r2"
1,"ranFile001.csv",-0.0361950466507195,0.782057764274511,0.000874218009670194
2,"ranFile002.csv",-0.0368639292175376,0.722115746244339,0.00158957705304458
3,"ranFile003.csv",0.516048670516735,0.103392951743478,0.190934164272243
4,"ranFile004.csv",-0.0337711761642193,0.808273677448142,0.00107975228446524
5,"ranFile005.csv",0.117983920089611,0.538615059837998,0.0112220867251869
6,"ranFile006.csv",0.100402589645912,0.789528403306758,0.00617039158946726
7,"ranFile007.csv",-0.0818990651608476,0.474593767057083,0.00657503634847776
8,"ranFile008.csv",-0.0535786862681495,0.69783633332116,0.00253001953804852
9,"ranFile009.csv",-0.0433961892864531,0.757397875603614,0.00168733819060046
10,"ranFile010.csv",0.0153945193150218,0.931042631614682,0.000230345542376872
11,"ranFile011.csv",-0.0410273208158566,0.7706197135749,0.00246075322708946
12,"ranFile012.csv",-0.0544899918506445,0.628382934626898,0.00273608265168126
13,"ranFile013.csv",0.0335702088058392,0.754593241207722,0.00106730025725599
14,"ranFile014.csv",-0.0420764527153408,0.7616690830496,0.00171778482794924
15,"ranFile015.csv",-0.250534926283256,0.0307158920344941,0.0519567559913594
16,"ranFile016.csv",0.557099483465983,0.0468919769853285,0.270473500694453
17,"ranFile017.csv",-0.0463275193863601,0.698842285834981,0.00192943625637717
18,"ranFile018.csv",-0.0512103167925122,0.907891687402189,0.00140612655676453
19,"ranFile019.csv",0.088695325699986,0.576817171242933,0.00805516120321691
20,"ranFile020.csv",0.337458213392338,0.0335645316624046,0.110675786279531
21,"ranFile021.csv",-0.2318333961008,0.154099769859751,0.0644132854347742
22,"ranFile022.csv",0.101286792048661,0.517069040625306,0.0114325205511992
23,"ranFile023.csv",0.1529710014241,0.442385957226766,0.0247907735336334
24,"ranFile024.csv",-0.155007412530725,0.172762538859105,0.029770743564188
25,"ranFile025.csv",-0.054528471433813,0.745549940654805,0.00304743477133669
26,"ranFile026.csv",0.045076339717605,0.833246240123795,0.00173646907220844
27,"ranFile027.csv",-0.191522661816671,0.111748116810407,0.0338257685736389
28,"ranFile028.csv",0.18547139194246,0.27224506363213,0.0333803690578465
29,"ranFile029.csv",-0.00522141795404189,0.973498634703769,2.10199926470121e-05
30,"ranFile030.csv",-0.338942405080037,0.0246443312738629,0.132534273190353
31,"ranFile031.csv",-0.113194182936193,0.326475244264535,0.0116025318829975
32,"ranFile032.csv",0.422729215455845,0.211082005276296,0.126986913225723
33,"ranFile033.csv",0.0253668594446794,0.873745704750439,0.000673046382196626
34,"ranFile034.csv",-0.0753331678615447,0.567488393647277,0.00566890309231019
35,"ranFile035.csv",0.225431852396247,0.0326276187343141,0.0551300321851247
36,"ranFile036.csv",0.0704648311706174,0.514208282355023,0.00657487072947393
37,"ranFile037.csv",-0.227991202714991,0.242389322089047,0.050251557414322
38,"ranFile038.csv",0.0645037769851194,0.618694778933556,0.00371786466059273
39,"ranFile039.csv",0.0837658417570646,0.525926428416259,0.00651916127533119
40,"ranFile040.csv",-0.205428945201927,0.280234766298372,0.0580142379900315
41,"ranFile041.csv",-0.0193358307420472,0.941604320663375,0.00118461779886503
42,"ranFile042.csv",0.41204755475112,0.00832288186458098,0.141865599561401
43,"ranFile043.csv",0.414939014046527,0.0129304681053754,0.11101175285623
44,"ranFile044.csv",0.493100461905828,0.133919074830738,0.192271469019897
45,"ranFile045.csv",-0.0422665875514624,0.802884967984656,0.00234804738313265
46,"ranFile046.csv",-0.0314114915649335,0.830356658671079,0.000965806574869146
47,"ranFile047.csv",0.169149969824043,0.184899301110899,0.0257042064735563
48,"ranFile048.csv",-0.218152953077458,0.11279222228557,0.0537618904707401
49,"ranFile049.csv",-0.278144044487272,0.11892397171407,0.0742683032952432
50,"ranFile050.csv",-0.1364946431678,0.651091565812503,0.0116141848273873
51,"ranFile051.csv",-0.14652080014513,0.517656092834365,0.0266270334073091
52,"ranFile052.csv",0.00241891057028981,0.981485826590661,6.15446076590808e-06
53,"ranFile053.csv",0.117961069095363,0.605347153476158,0.0170691169956606
54,"ranFile054.csv",-0.221097053351274,0.49306988235858,0.0368547019742701
55,"ranFile055.csv",0.127436536127615,0.343797791984377,0.0128120102282156
56,"ranFile056.csv",-0.351578115129978,0.0867983835261155,0.139551061422128
57,"ranFile057.csv",0.0890023667999961,0.524316385118306,0.00927543034371457
58,"ranFile058.csv",0.258280559345527,0.0925215630792891,0.0602950026610684
59,"ranFile059.csv",-0.0599057562070691,0.733330532413174,0.00345854508703209
60,"ranFile060.csv",-0.152392231858798,0.164096655716399,0.0243607665200088
61,"ranFile061.csv",0.215192487716362,0.0889725922992128,0.0827133814938284
62,"ranFile062.csv",-0.140111215209533,0.288697213594881,0.0173003879476579
63,"ranFile063.csv",-0.0587091181922938,0.605211762305672,0.00312028749710413
64,"ranFile064.csv",-0.542502497634403,0.146571046215168,0.198549648139374
65,"ranFile065.csv",-0.697696768478144,0.00769762859888653,0.30499045798933
66,"ranFile066.csv",0.277187654878006,0.256605241558822,0.0608244646774606
67,"ranFile067.csv",0.0903132810260976,0.378453805422489,0.00844180383810015
68,"ranFile068.csv",0.197756679298209,0.110566344055031,0.0335971661501421
69,"ranFile069.csv",0.119072694790886,0.237684869926901,0.0167578193866723
70,"ranFile070.csv",-0.012801480785026,0.915166661621708,0.000154370211590204
71,"ranFile071.csv",0.18006946447405,0.228777528823513,0.0360011290108739
72,"ranFile072.csv",-0.0556908245686759,0.611631052734901,0.00281354760278877
73,"ranFile073.csv",0.244495223473985,0.255666337876794,0.0513562702718648
74,"ranFile074.csv",-0.0432284857106763,0.747062920452671,0.00218728169559505
75,"ranFile075.csv",-0.0674446748832732,0.573473140829169,0.00436145986922315
76,"ranFile076.csv",0.2651620261203,0.511734182100539,0.0556500835351167
77,"ranFile077.csv",-0.201131432977944,0.040067296386804,0.0460018712974278
78,"ranFile078.csv",0.523994666338733,0.00810296145695673,0.315105563148463
79,"ranFile079.csv",0.440059812112847,0.0749712778838025,0.283097472284837
80,"ranFile080.csv",0.150860053977406,0.135257463513231,0.0260572471798905
81,"ranFile081.csv",0.0610202055769584,0.656288536839912,0.00391416321110901
82,"ranFile082.csv",-0.0277010805099439,0.875976312783256,0.00118715621382076
83,"ranFile083.csv",0.0574248227936705,0.688814384512681,0.00288528909764442
84,"ranFile084.csv",-0.591237828679207,0.067909433312196,0.323408285738687
85,"ranFile085.csv",-0.536951194652472,0.246222210408513,0.120014220056377
86,"ranFile086.csv",0.142412327230771,0.464644268978579,0.0168283693750155
87,"ranFile087.csv",0.0875073427647773,0.406382147237878,0.00812474550003795
88,"ranFile088.csv",0.11424832086555,0.649672044427118,0.00954735543331098
89,"ranFile089.csv",-0.00874520095983818,0.956783105724723,5.81469202498526e-05
90,"ranFile090.csv",0.333173190159821,0.0672651736821576,0.0924777603985482
91,"ranFile091.csv",-0.0355555709689819,0.735173641821224,0.00120998102611282
92,"ranFile092.csv",0.415183524455963,0.122312689153697,0.161911602666239
93,"ranFile093.csv",0.0791391775339206,0.638196839509114,0.0051886510541947
94,"ranFile094.csv",0.0591706100201102,0.708527334272893,0.00313536927328419
95,"ranFile095.csv",-0.0308358285955093,0.798269084411397,0.000772766253443163
96,"ranFile096.csv",-0.062101724601559,0.600734249346141,0.00362102223777809
97,"ranFile097.csv",-0.0160636028780262,0.923873875567795,0.00258007453521258
98,"ranFile098.csv",-0.254805755836174,0.0792689765996725,0.0539764433725819
99,"ranFile099.csv",-0.00995083634178637,0.934685190861502,0.000107447852417999
100,"ranFile100.csv",0.00928995402400139,0.941550690592532,0.000106443906465957
